NCM,Descrição,Grupo/Subgrupo NCM,Grupo Beneficiado,PIS,COFINS,Incidência,Aplicação,Fundamentação,Outras Alíquotas,CST 02,CST 03,CST 04,Condição,Imagem
3003.31.00,Que contenham insulina,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham hormônios ou outros produtos da posição 29.37, mas que não contenham antibióticos",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.11,Somatotropina,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.12,Gonadotropina coriônica (hCG),"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.13,Menotropinas,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.14,Corticotropina (ACTH),"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.15,Gonadotropina sérica (PMSG),"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.16,Somatostatina ou seus sais,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.17,Buserelina ou seu acetato,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.18,Triptorelina ou seus sais,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.19,Leuprolida ou seu acetato,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham os seguintes hormônios polipeptídicos ou protéicos: buserelina ou seu acetato; corticotropina (ACTH); gonadotropina coriônica (hCG); gonadotropina sérica (PMSG); leuprolida ou seu acetato; menotropinas; somatostatina ou seus sais; somatotropina; triptorelina ou seus sais",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.21,LHRH (gonadorelina),"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.22,Oxitocina,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.23,Sais de insulina,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.24,Timosinas,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.25,Octreotida,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.26,Goserelina ou seu acetato,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.27,Nafarelina ou seu acetato,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.39.29,Outros,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham outros hormônios polipeptídicos ou protéicos, mas que não contenham produtos do item 3003.39.1",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
